id;language;source;text
6891;ca;quan preguntin sobre la imparcialitat de la justicia espanyola ara hi afegirem una prova mes ni els seus mateixos fiscals se la creuen ;when they ask about the impartiality of Spanish justice, we will now add a test and neither their tax authorities will believe it
6892;es;un desproposito adacolau elimina por decreto los antidisturbios de la guardia urbana a menos de meses de las elecciones y en el momento de mayor inseguridad de bcn la alcaldesa comete el lamentable error de suprimir una unidad vital para la seguridad de los barceloneses ;a disproposito adacolau eliminates by decree the riot police of the urban guard less than months of the elections and at the moment of greater insecurity of bcn the mayor commits the regrettable error of suppressing a vital unit for the security of the Barcelonians
6893;fr;ne jamais oublier arnaudbeltrame et son heroisme ne jamais oublier les victimes du terrorisme et des attentats de trebes gendarmerie ;never forget arnaudbeltrame and her heroism never forget the victims of terrorism and bombings of trebes gendarmerie
6894;ca; patrimoni d editors i editats aplega fons d autors i editors catalans bibliocatalunya ;Patrimony of editors and published collects collections of authors and Catalan publishers bibliocatalunya
6895;es;pedro sanchez saca pecho de feminismo en bruselas pero se rodea solo de hombres ;pedro sanchez pulls breast of feminism in brussels but surrounds himself only men
6896;ca;domenech coscubiela santi vila duran el proces como trituradora de la tercera via via elespanolcom;domenech coscubiela santi vila duran the process as a crusher of the third via via ellospanolcom
6897;ca;en lorenzo vidal folch presenta la seva magnifica tesi doctoral re turning to housing cooperativism perspectives on the housing question from denmark and uruguay davant tribunal amb nbenach jaimepalomera stuhodkinson coop igopbcn ;in lorenzo vidal folch presents his magnificent doctoral thesis re turning to housing cooperativism perspectives on the housing question from denmark and uruguay before court with nbenach jaimepalomera stuhodkinson coop igopbcn
6898;ca;avui fa any que amb en raulromeva visitavem pratsdellucanes amb l isaacperaire per presentar el pla de fosses i veure els treballs que s havien fet una jornada immensament digna acompanyats de persones que busquen als seus familiars enterrats en fosses comunes ;This year we visited with Pratsdellucanes with the hope of presenting the landslide plan and seeing the works that had been immensely worthy of work, accompanied by people looking for their relatives buried in common graves
6899;es;en el ayto de bcn defendiendo el comercio legal que paga sus impuestos y contribuye a financiar nuestra sanidad y nuestra educacion frente al top manta y la venta ilegal que alimentan a las mafias y a la economia sumergida y que defienden cup y ada colau bcn stopcolau ;in the ayunta de bcn defending the legal trade that pays its taxes and contributes to finance our health and our education against the top blanket and the illegal sale that feed the mafias and the submerged economy and that defend cup and ada colau bcn stopcolau
6900;es; a pesar de los negros nubarrones que tinen el cielo nuestra bandera la bandera de espana se mantiene radiante en lo mas alto yovoy yovoyporespana unidosporespana yovoy f boubcn yosivoy espanaenlibertad espanaviva eleccionesya eleccionesgeneralesya ;despite the black clouds that make our flag sky, the flag of spain remains radiant at the highest level yovoy yovoyporespana unidosporespana yovoy f boubcn yosivoy espanaenlibertad espanaviva electionsandgeneral elections
6901;fr;un bonheur de partager un moment avant la grande manifestation de madrid avec mon ami mario vargas llosa ;a pleasure to share a moment before the big demonstration of madrid with my friend mario vargas llosa
6902;ca;la meva germana l helena va escriure fa anys un seguit de cartes al futur al seu futur fill encara no nat en elles pretenia traslladar li coneixements a foc lent aquell fill no nat despres de la mort de la meva germana podem ser una mica tots ;my sister Helena wrote years ago a series of letters to the future to her future child still not born in them, she tried to transfer her knowledge to the loud fire that son did not know after the death of my sister, we can be a little bit all
6903;ca;gracies a tots als qui des del primer moment denuncien amb nosaltres als qui us heu afegit pel cami i tambe als qui us afegireu en un futur per cridar ben fort llibertatpresospolitics avui ho hem tornat a fer km en un sol dia;Thanks to all those who from the first moment report with us to whom you have added by the way and also to those who will add you in the future to call strong freedom, presidents of the times today we have once again made km in one day
6904;ca;aprofitant el vespre de dijous per preparar programa per a bcnescapital i estudiar la carta municipal de barcelona aixo que sembla tan poc sexy es el gran desproposit dels consistoris barcelonins des del primariesbcn ;taking advantage of Thursday evening to prepare a program for bcnescapital and study the municipal letter of barcelona, this seems so unbelievably sexy as the great deprotection of the Barcelona city councils since the primariesbcn
6905;ca;espanya te una representant que va pel mon condemnant gent que no ha estat jutjada una seguretat juridica de nassos pero cap propaganda no tapara la dignitat de forcadellcarme jordialapreso jcuixart quimforn junqueras jorditurull raulromeva joseprull dolorsbassac ;Spain has a representative who goes by the world condemning people that has not been judged a legal security of noses but no propaganda does not cover the dignity of forcadellcarme jordialapreso jcuixart quimforn junqueras jorditurull raulromeva joseprull dolorsbassac
